Date,Price,ATR,Final_Verdict,Market_Reality,Correct,Weighted_Score,Strong_Verdict,Trade_Allowed,Signal_Confidence,CE_Article_Count,CE_Sentiment,CE_Score,CE_Confidence,CE_Explanation,TTS_Score,TTS_Decision,TTS_Regime,TTS_Explanation,TTS_Breakout_Signal,TTS_Breakout_Strength,TTS_Breakout_High,TTS_Breakout_Low,SIV_Signal,SIV_Multiplier,SIV_Explanation,Verdict_Reasoning,Exit_Reason,Execution_Time_Seconds
01/01/2024,55.36,0.24657142857142947,SELL,BULLISH,False,-0.1759875,True,True,0.1425,0.0,NEUTRAL,0.0,0.0,pending_explanation,-0.285,SELL,RANGING,pending_explanation,NONE,0.0,56.07,55.3,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=-0.176 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",TIME,0.1191
01/02/2024,55.6,0.26014285714285784,BUY,BULLISH,True,0.2919094,True,True,0.29395,3.0,BULLISH,0.3029,0.12,pending_explanation,0.285,BUY,RANGING,pending_explanation,NONE,0.0,56.07,55.3,COHERENT,1.0,pending_explanation,"[deterministic] weighted_score=0.2919 → BUY (thresholds: >=0.05 BUY, <=-0.05 SELL)",TIME,0.1195
01/03/2024,55.6,0.23721428571428607,SELL,BEARISH,True,-0.06621766,True,True,0.12229999731606234,14.0,BEARISH,-0.1876,0.56,pending_explanation,0.057,HOLD,RANGING,pending_explanation,NONE,0.0,56.07,55.3,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=-0.0662 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",TIME,0.6031
01/04/2024,55.615,0.22435714285714323,SELL,BULLISH,False,-0.16444994,True,True,0.23289999822525076,12.0,BEARISH,-0.4088,0.48,pending_explanation,0.057,HOLD,RANGING,pending_explanation,NONE,0.0,56.07,55.3,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=-0.1644 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",TIME,0.4624
01/05/2024,55.61,0.2375714285714286,BUY,BULLISH,True,0.13648744999999998,True,True,0.13044999849369243,20.0,BULLISH,0.2039,0.8,pending_explanation,0.057,HOLD,RANGING,pending_explanation,NONE,0.0,56.07,55.315,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=0.1365 → BUY (thresholds: >=0.05 BUY, <=-0.05 SELL)",TIME,1.1014
01/08/2024,55.61,0.24257142857142863,SELL,BULLISH,False,-0.07527096999999999,True,True,0.11314999859552935,21.0,BEARISH,-0.1693,0.84,pending_explanation,0.057,HOLD,RANGING,pending_explanation,NONE,0.0,56.07,55.36,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=-0.0753 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",SL,1.0697
01/09/2024,56.03,0.2595000000000002,BUY,BULLISH,True,0.17134352,True,True,0.1785802953305674,13.0,BULLISH,0.3254,0.52,pending_explanation,0.0318,HOLD,RANGING,pending_explanation,NONE,0.0,56.07,55.36,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=0.1713 → BUY (thresholds: >=0.05 BUY, <=-0.05 SELL)",TIME,0.4467
01/10/2024,56.26,0.26878571428571413,BUY,BEARISH,False,0.17066636,True,True,0.21262296642496983,12.0,BULLISH,0.3948,0.48,pending_explanation,-0.0304,HOLD,RANGING,pending_explanation,BREAKOUT_UP,0.2676,56.07,55.36,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=0.1707 → BUY (thresholds: >=0.05 BUY, <=-0.05 SELL)",TIME,0.3944
01/11/2024,56.09,0.272357142857142,SELL,BEARISH,True,-0.15825119,True,True,0.2108570452309021,13.0,BEARISH,-0.3749,0.52,pending_explanation,0.0468,HOLD,RANGING,pending_explanation,NONE,0.0,56.26,55.36,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=-0.1583 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",TIME,0.4493
01/12/2024,55.9,0.2741428571428567,SKIP,BULLISH,,0.0,,,,6.0,BULLISH,0.4131,0.24,skipped,0.057,HOLD,RANGING,skipped,NONE,0.0,,,PARTIAL,0.95,skipped,SKIP: weak signals — articles=6 |ce|=0.413 |tts|=0.057,QUALITY_GATE_SKIP,0.2149
01/15/2024,55.79,0.27757142857142825,SKIP,BULLISH,,0.0,,,,2.0,NEUTRAL,-0.0368,0.08,skipped,0.057,HOLD,RANGING,skipped,NONE,0.0,,,COHERENT,1.0,skipped,SKIP: weak signals — articles=2 |ce|=0.037 |tts|=0.057,QUALITY_GATE_SKIP,0.1192
01/16/2024,55.915,0.26114285714285657,SKIP,BULLISH,,0.0,,,,5.0,BEARISH,-0.2476,0.2,skipped,0.057,HOLD,RANGING,skipped,NONE,0.0,,,PARTIAL,0.95,skipped,SKIP: weak signals — articles=5 |ce|=0.248 |tts|=0.057,QUALITY_GATE_SKIP,0.183
01/17/2024,55.91,0.2599285714285706,HOLD,BULLISH,False,-0.021754999999999993,False,False,0.08499999915829429,10.0,BEARISH,-0.113,0.4,pending_explanation,0.057,HOLD,RANGING,pending_explanation,NONE,0.0,56.26,55.36,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=-0.0218 → HOLD (thresholds: >=0.05 BUY, <=-0.05 SELL)",HOLD_SKIP,0.3148
01/18/2024,55.83,0.25064285714285617,SKIP,BULLISH,,0.0,,,,3.0,BULLISH,0.5019,0.12,skipped,0.057,HOLD,RANGING,skipped,NONE,0.0,,,PARTIAL,0.95,skipped,SKIP: weak signals — articles=3 |ce|=0.502 |tts|=0.057,QUALITY_GATE_SKIP,0.1277
01/19/2024,55.98,0.265785714285713,SKIP,BULLISH,,0.0,,,,6.0,BEARISH,-0.1637,0.24,skipped,0.057,HOLD,RANGING,skipped,NONE,0.0,,,PARTIAL,0.95,skipped,SKIP: weak signals — articles=6 |ce|=0.164 |tts|=0.057,QUALITY_GATE_SKIP,0.3278
01/22/2024,56.255,0.270785714285713,HOLD,BULLISH,False,-0.05261708,False,False,0.08222029726076897,13.0,BEARISH,-0.1366,0.52,pending_explanation,0.0278,HOLD,RANGING,pending_explanation,NONE,0.0,56.26,55.36,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=-0.0526 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",HOLD_SKIP,0.3486
01/23/2024,56.19,0.27728571428571314,SKIP,BULLISH,,0.0,,,,2.0,BULLISH,0.4685,0.08,skipped,0.0521,HOLD,RANGING,skipped,NONE,0.0,,,PARTIAL,0.95,skipped,SKIP: weak signals — articles=2 |ce|=0.469 |tts|=0.052,QUALITY_GATE_SKIP,0.1176
01/24/2024,56.25,0.2715714285714275,SKIP,BULLISH,,0.0,,,,6.0,BULLISH,0.5167,0.24,skipped,0.0374,HOLD,RANGING,skipped,NONE,0.0,,,PARTIAL,0.95,skipped,SKIP: weak signals — articles=6 |ce|=0.517 |tts|=0.037,QUALITY_GATE_SKIP,0.2797
01/25/2024,56.5,0.2790714285714278,SKIP,BEARISH,,0.0,,,,7.0,BEARISH,-0.0991,0.28,skipped,-0.0043,HOLD,RANGING,skipped,NONE,0.0,,,PARTIAL,0.95,skipped,SKIP: weak signals — articles=7 |ce|=0.099 |tts|=0.004,QUALITY_GATE_SKIP,0.2633
01/26/2024,56.315,0.28335714285714225,SKIP,BULLISH,,0.0,,,,11.0,NEUTRAL,-0.0106,0.44,skipped,0.0519,HOLD,RANGING,skipped,NONE,0.0,,,COHERENT,1.0,skipped,SKIP: weak signals — articles=11 |ce|=0.011 |tts|=0.052,QUALITY_GATE_SKIP,0.3471
01/29/2024,56.4,0.2671428571428563,SELL,BEARISH,True,-0.15178168999999997,True,True,0.16986789504860683,18.0,BEARISH,-0.3072,0.72,pending_explanation,0.0325,HOLD,RANGING,pending_explanation,NONE,0.0,56.5,55.36,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=-0.1518 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",TIME,0.5484
01/30/2024,56.38,0.25714285714285623,BUY,BEARISH,False,0.06606642,True,True,0.06989132210740195,12.0,BULLISH,0.0996,0.48,pending_explanation,0.0402,HOLD,RANGING,pending_explanation,NONE,0.0,56.5,55.6,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=0.0661 → BUY (thresholds: >=0.05 BUY, <=-0.05 SELL)",TIME,0.3667
01/31/2024,56.29,0.25142857142857117,SKIP,BEARISH,,0.0,,,,12.0,NEUTRAL,-0.0206,0.48,skipped,0.057,HOLD,RANGING,skipped,NONE,0.0,,,COHERENT,1.0,skipped,SKIP: weak signals — articles=12 |ce|=0.021 |tts|=0.057,QUALITY_GATE_SKIP,0.3975
02/01/2024,56.07,0.25714285714285723,HOLD,BULLISH,False,0.05732205,False,False,0.06014999475144604,15.0,BULLISH,0.0633,0.6,pending_explanation,0.057,HOLD,RANGING,pending_explanation,NONE,0.0,56.5,55.61,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=0.0573 → BUY (thresholds: >=0.05 BUY, <=-0.05 SELL)",HOLD_SKIP,0.4478
02/02/2024,55.91,0.25821428571428634,HOLD,BULLISH,False,-0.026222500000000024,False,False,0.19549999999999998,27.0,BULLISH,0.106,1.0,pending_explanation,-0.285,SELL,RANGING,pending_explanation,NONE,0.0,56.5,55.61,PARTIAL,0.85,pending_explanation,"[deterministic] weighted_score=-0.0262 → HOLD (thresholds: >=0.05 BUY, <=-0.05 SELL)",HOLD_SKIP,1.1092
02/05/2024,56.32,0.27250000000000085,SKIP,BEARISH,,0.0,,,,10.0,NEUTRAL,-0.0342,0.4,skipped,-0.057,HOLD,RANGING,skipped,NONE,0.0,,,COHERENT,1.0,skipped,SKIP: weak signals — articles=10 |ce|=0.034 |tts|=0.057,QUALITY_GATE_SKIP,0.4341
02/06/2024,56.19,0.26892857142857246,SELL,BEARISH,True,-0.08038767,True,True,0.08564999833525735,11.0,BEARISH,-0.1143,0.44,pending_explanation,-0.057,HOLD,RANGING,pending_explanation,NONE,0.0,56.5,55.79,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=-0.0804 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",TIME,0.3746
02/07/2024,55.95,0.2767857142857153,SKIP,BULLISH,,0.0,,,,11.0,NEUTRAL,-0.0083,0.44,skipped,-0.057,HOLD,RANGING,skipped,NONE,0.0,,,COHERENT,1.0,skipped,SKIP: weak signals — articles=11 |ce|=0.008 |tts|=0.057,QUALITY_GATE_SKIP,0.4327
02/08/2024,55.9,0.2682142857142869,HOLD,BULLISH,False,0.03270375000000001,False,False,0.08624999941248816,15.0,BULLISH,0.1155,0.6,pending_explanation,-0.057,HOLD,RANGING,pending_explanation,NONE,0.0,56.5,55.79,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=0.0327 → HOLD (thresholds: >=0.05 BUY, <=-0.05 SELL)",HOLD_SKIP,0.4478
02/09/2024,55.89,0.25150000000000106,SELL,BULLISH,False,-0.1086287,True,True,0.11109999949255969,15.0,BEARISH,-0.1652,0.6,pending_explanation,-0.057,HOLD,RANGING,pending_explanation,NONE,0.0,56.5,55.79,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=-0.1086 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",TIME,0.5606
02/12/2024,56.0,0.24650000000000105,SKIP,BULLISH,,0.0,,,,1.0,BEARISH,-0.9453,0.04,skipped,-0.057,HOLD,RANGING,skipped,NONE,0.0,,,PARTIAL,0.95,skipped,SKIP: weak signals — articles=1 |ce|=0.945 |tts|=0.057,QUALITY_GATE_SKIP,0.1086
02/13/2024,55.94,0.24078571428571546,SKIP,BULLISH,,0.0,,,,4.0,BULLISH,0.2378,0.16,skipped,-0.057,HOLD,RANGING,skipped,NONE,0.0,,,PARTIAL,0.95,skipped,SKIP: weak signals — articles=4 |ce|=0.238 |tts|=0.057,QUALITY_GATE_SKIP,0.1474
02/14/2024,56.165,0.23900000000000127,SKIP,BEARISH,,0.0,,,,8.0,BEARISH,-0.3702,0.32,skipped,-0.057,HOLD,RANGING,skipped,NONE,0.0,,,PARTIAL,0.95,skipped,SKIP: weak signals — articles=8 |ce|=0.370 |tts|=0.057,QUALITY_GATE_SKIP,0.2804
02/15/2024,56.0,0.23721428571428657,SELL,BEARISH,True,-0.17480569999999998,True,True,0.18249999913487572,13.0,BEARISH,-0.308,0.52,pending_explanation,-0.057,HOLD,RANGING,pending_explanation,NONE,0.0,56.5,55.83,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=-0.1748 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",TIME,0.3069
02/16/2024,55.95,0.22792857142857262,SKIP,BULLISH,,0.0,,,,5.0,BULLISH,0.3638,0.2,skipped,-0.057,HOLD,RANGING,skipped,NONE,0.0,,,PARTIAL,0.95,skipped,SKIP: weak signals — articles=5 |ce|=0.364 |tts|=0.057,QUALITY_GATE_SKIP,0.1934
02/19/2024,56.05,0.23150000000000098,SKIP,BEARISH,,0.0,,,,8.0,BULLISH,0.1006,0.32,skipped,-0.057,HOLD,RANGING,skipped,NONE,0.0,,,PARTIAL,0.95,skipped,SKIP: weak signals — articles=8 |ce|=0.101 |tts|=0.057,QUALITY_GATE_SKIP,0.2345
02/20/2024,56.05,0.2229285714285721,HOLD,BEARISH,False,0.04461447,False,False,0.10034999868402267,14.0,BULLISH,0.1437,0.56,pending_explanation,-0.057,HOLD,RANGING,pending_explanation,NONE,0.0,56.5,55.89,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=0.0446 → HOLD (thresholds: >=0.05 BUY, <=-0.05 SELL)",HOLD_SKIP,0.5285
02/21/2024,55.94,0.21507142857142877,SKIP,BEARISH,,0.0,,,,15.0,NEUTRAL,-0.0159,0.6,skipped,-0.057,HOLD,RANGING,skipped,NONE,0.0,,,COHERENT,1.0,skipped,SKIP: weak signals — articles=15 |ce|=0.016 |tts|=0.057,QUALITY_GATE_SKIP,0.5459
02/22/2024,55.72,0.21971428571428575,SKIP,BULLISH,,0.0,,,,9.0,BULLISH,0.1423,0.36,skipped,-0.0709,HOLD,RANGING,skipped,NONE,0.0,,,PARTIAL,0.95,skipped,SKIP: weak signals — articles=9 |ce|=0.142 |tts|=0.071,QUALITY_GATE_SKIP,0.2988
02/23/2024,55.89,0.21078571428571433,SKIP,BULLISH,,0.0,,,,5.0,BULLISH,0.1068,0.2,skipped,-0.057,HOLD,RANGING,skipped,NONE,0.0,,,PARTIAL,0.95,skipped,SKIP: weak signals — articles=5 |ce|=0.107 |tts|=0.057,QUALITY_GATE_SKIP,0.1504
02/26/2024,55.95,0.21114285714285685,SKIP,BULLISH,,0.0,,,,6.0,BEARISH,-0.3733,0.24,skipped,-0.057,HOLD,RANGING,skipped,NONE,0.0,,,PARTIAL,0.95,skipped,SKIP: weak signals — articles=6 |ce|=0.373 |tts|=0.057,QUALITY_GATE_SKIP,0.1977
02/27/2024,55.965,0.207571428571428,SKIP,BULLISH,,0.0,,,,3.0,BEARISH,-0.2897,0.12,skipped,-0.057,HOLD,RANGING,skipped,NONE,0.0,,,PARTIAL,0.95,skipped,SKIP: weak signals — articles=3 |ce|=0.290 |tts|=0.057,QUALITY_GATE_SKIP,0.1367
02/28/2024,56.27,0.22078571428571386,BUY,BEARISH,False,0.198896,True,True,0.191,9.0,BULLISH,0.097,0.36,pending_explanation,0.285,BUY,RANGING,pending_explanation,NONE,0.0,56.32,55.72,COHERENT,1.0,pending_explanation,"[deterministic] weighted_score=0.1989 → BUY (thresholds: >=0.05 BUY, <=-0.05 SELL)",TIME,0.2813
02/29/2024,56.2,0.22249999999999964,SKIP,BEARISH,,0.0,,,,6.0,BEARISH,-0.2076,0.24,skipped,0.057,HOLD,RANGING,skipped,NONE,0.0,,,PARTIAL,0.95,skipped,SKIP: weak signals — articles=6 |ce|=0.208 |tts|=0.057,QUALITY_GATE_SKIP,0.2145
03/01/2024,56.1,0.22178571428571406,SKIP,BEARISH,,0.0,,,,7.0,BULLISH,0.0866,0.28,skipped,0.057,HOLD,RANGING,skipped,NONE,0.0,,,PARTIAL,0.95,skipped,SKIP: weak signals — articles=7 |ce|=0.087 |tts|=0.057,QUALITY_GATE_SKIP,0.2108
03/04/2024,55.98,0.2221428571428566,BUY,BEARISH,False,0.13715435,True,True,0.14994999566741987,10.0,BULLISH,0.2429,0.4,pending_explanation,0.057,HOLD,RANGING,pending_explanation,NONE,0.0,56.32,55.72,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=0.1372 → BUY (thresholds: >=0.05 BUY, <=-0.05 SELL)",TIME,0.3163
03/05/2024,55.96,0.2010714285714279,SELL,BEARISH,True,-0.4796924,True,True,0.5093,7.0,BEARISH,-0.7336,0.28,pending_explanation,-0.285,SELL,RANGING,pending_explanation,NONE,0.0,56.27,55.72,COHERENT,1.0,pending_explanation,"[deterministic] weighted_score=-0.4797 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",TIME,0.2499
03/06/2024,55.84,0.19285714285714203,HOLD,BEARISH,False,0.052072349999999996,False,False,0.11894999776358246,10.0,BULLISH,0.1809,0.4,pending_explanation,-0.057,HOLD,RANGING,pending_explanation,NONE,0.0,56.27,55.72,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=0.0521 → BUY (thresholds: >=0.05 BUY, <=-0.05 SELL)",HOLD_SKIP,0.2754
03/07/2024,55.79,0.19285714285714203,BUY,BEARISH,False,0.07364836999999999,True,True,0.12984999875770456,14.0,BULLISH,0.2027,0.56,pending_explanation,-0.057,HOLD,RANGING,pending_explanation,NONE,0.0,56.27,55.72,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=0.0736 → BUY (thresholds: >=0.05 BUY, <=-0.05 SELL)",SL,0.4562
03/08/2024,55.57,0.19178571428571395,SELL,BEARISH,True,-0.09003815000000001,True,True,0.08873416021231273,16.0,BEARISH,-0.1605,0.64,pending_explanation,-0.017,HOLD,RANGING,pending_explanation,BREAKOUT_DOWN,0.2727,56.27,55.72,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=-0.09 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",TIME,0.9546
03/11/2024,55.315,0.2087857142857139,SKIP,BULLISH,,0.0,,,,15.0,NEUTRAL,-0.0223,0.6,skipped,0.0577,HOLD,RANGING,skipped,NONE,0.0,,,COHERENT,1.0,skipped,SKIP: weak signals — articles=15 |ce|=0.022 |tts|=0.058,QUALITY_GATE_SKIP,0.3778
03/12/2024,55.233,0.21392857142857125,SKIP,BULLISH,,0.0,,,,9.0,NEUTRAL,-0.0248,0.36,skipped,0.066,HOLD,RANGING,skipped,NONE,0.0,,,COHERENT,1.0,skipped,SKIP: weak signals — articles=9 |ce|=0.025 |tts|=0.066,QUALITY_GATE_SKIP,0.2765
03/13/2024,55.365,0.20907142857142855,SKIP,BULLISH,,0.0,,,,8.0,NEUTRAL,-0.0206,0.32,skipped,-0.0134,HOLD,RANGING,skipped,NONE,0.0,,,COHERENT,1.0,skipped,SKIP: weak signals — articles=8 |ce|=0.021 |tts|=0.013,QUALITY_GATE_SKIP,0.2275
03/14/2024,55.37,0.19585714285714267,SKIP,BULLISH,,0.0,,,,8.0,NEUTRAL,-0.0269,0.32,skipped,-0.0155,HOLD,RANGING,skipped,NONE,0.0,,,COHERENT,1.0,skipped,SKIP: weak signals — articles=8 |ce|=0.027 |tts|=0.015,QUALITY_GATE_SKIP,0.2177
03/15/2024,55.53,0.19585714285714317,SKIP,BULLISH,,0.0,,,,2.0,BULLISH,0.4264,0.08,skipped,-0.057,HOLD,RANGING,skipped,NONE,0.0,,,PARTIAL,0.95,skipped,SKIP: weak signals — articles=2 |ce|=0.426 |tts|=0.057,QUALITY_GATE_SKIP,0.1073
03/18/2024,55.59,0.19442857142857203,SELL,BULLISH,False,-0.06954304,True,True,0.07339999924158772,12.0,BEARISH,-0.0898,0.48,pending_explanation,-0.057,HOLD,RANGING,pending_explanation,NONE,0.0,56.27,55.233,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=-0.0695 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",SL,0.3234
03/19/2024,55.879,0.20000000000000082,SELL,BULLISH,False,-0.1035937,True,True,0.1060999921996445,15.0,BEARISH,-0.1552,0.6,pending_explanation,-0.057,HOLD,RANGING,pending_explanation,NONE,0.0,56.27,55.233,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=-0.1036 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",TIME,0.4226
03/20/2024,56.193,0.22135714285714364,HOLD,BEARISH,False,0.024366949999999984,False,False,0.23802963557593254,15.0,BEARISH,-0.1951,0.6,pending_explanation,0.281,BUY,RANGING,pending_explanation,NONE,0.0,56.27,55.233,PARTIAL,0.85,pending_explanation,"[deterministic] weighted_score=0.0244 → HOLD (thresholds: >=0.05 BUY, <=-0.05 SELL)",HOLD_SKIP,1.4103
03/21/2024,56.059,0.22442857142857214,BUY,BULLISH,True,0.12988666,True,True,0.13969999949034828,11.0,BULLISH,0.2224,0.44,pending_explanation,0.057,HOLD,RANGING,pending_explanation,NONE,0.0,56.27,55.233,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=0.1299 → BUY (thresholds: >=0.05 BUY, <=-0.05 SELL)",TIME,0.447
03/22/2024,56.33,0.23900000000000077,SKIP,NEUTRAL,,0.0,,,,3.0,BEARISH,-0.2663,0.12,skipped,0.0379,HOLD,RANGING,skipped,NONE,0.0,,,PARTIAL,0.95,skipped,SKIP: weak signals — articles=3 |ce|=0.266 |tts|=0.038,QUALITY_GATE_SKIP,0.1387
03/25/2024,56.258,0.24650000000000105,SKIP,NEUTRAL,,0.0,,,,7.0,BEARISH,-0.0666,0.28,skipped,0.057,HOLD,RANGING,skipped,NONE,0.0,,,PARTIAL,0.95,skipped,SKIP: weak signals — articles=7 |ce|=0.067 |tts|=0.057,QUALITY_GATE_SKIP,0.34
03/26/2024,56.24,0.2470000000000009,SKIP,BULLISH,,0.0,,,,7.0,BULLISH,0.1533,0.28,skipped,0.057,HOLD,RANGING,skipped,NONE,0.0,,,PARTIAL,0.95,skipped,SKIP: weak signals — articles=7 |ce|=0.153 |tts|=0.057,QUALITY_GATE_SKIP,0.2614
03/27/2024,56.23,0.25128571428571533,SKIP,BULLISH,,0.0,,,,3.0,BULLISH,0.8683,0.12,skipped,0.057,HOLD,RANGING,skipped,NONE,0.0,,,PARTIAL,0.95,skipped,SKIP: weak signals — articles=3 |ce|=0.868 |tts|=0.057,QUALITY_GATE_SKIP,0.1492
03/28/2024,56.207,0.24828571428571525,SKIP,BULLISH,,0.0,,,,6.0,BEARISH,-0.0577,0.24,skipped,0.057,HOLD,RANGING,skipped,NONE,0.0,,,PARTIAL,0.95,skipped,SKIP: weak signals — articles=6 |ce|=0.058 |tts|=0.057,QUALITY_GATE_SKIP,0.2387
03/29/2024,56.16,0.23028571428571556,SKIP,BULLISH,,0.0,,,,2.0,NEUTRAL,-0.0291,0.08,skipped,0.057,HOLD,RANGING,skipped,NONE,0.0,,,COHERENT,1.0,skipped,SKIP: weak signals — articles=2 |ce|=0.029 |tts|=0.057,QUALITY_GATE_SKIP,0.1497
04/01/2024,56.245,0.22335714285714406,HOLD,BULLISH,False,0.052051450000000006,False,False,0.05464999949032884,10.0,BULLISH,0.0523,0.4,pending_explanation,0.057,HOLD,RANGING,pending_explanation,NONE,0.0,56.33,55.233,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=0.0521 → BUY (thresholds: >=0.05 BUY, <=-0.05 SELL)",HOLD_SKIP,0.3455
04/02/2024,56.28,0.2228571428571437,SELL,BULLISH,False,-0.07568707000000001,True,True,0.13504999944110047,13.0,BEARISH,-0.2131,0.52,pending_explanation,0.057,HOLD,RANGING,pending_explanation,NONE,0.0,56.33,55.233,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=-0.0757 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",TIME,0.7418
04/03/2024,56.41,0.22835714285714356,SKIP,BULLISH,,0.0,,,,5.0,BEARISH,-0.2079,0.2,skipped,0.0264,HOLD,RANGING,skipped,NONE,0.0,,,PARTIAL,0.95,skipped,SKIP: weak signals — articles=5 |ce|=0.208 |tts|=0.026,QUALITY_GATE_SKIP,0.272
04/04/2024,56.43,0.22585714285714328,SKIP,BULLISH,,0.0,,,,17.0,NEUTRAL,0.0111,0.68,skipped,0.0181,HOLD,RANGING,skipped,NONE,0.0,,,COHERENT,1.0,skipped,SKIP: weak signals — articles=17 |ce|=0.011 |tts|=0.018,QUALITY_GATE_SKIP,0.7111
04/05/2024,56.5,0.23621428571428638,SELL,NEUTRAL,False,-0.11916648,True,True,0.1027752619913837,22.0,BEARISH,-0.2048,0.88,pending_explanation,0.0008,HOLD,RANGING,pending_explanation,BREAKOUT_UP,0.0585,56.43,55.233,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=-0.1192 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",TIME,1.1496
04/08/2024,56.54,0.22242857142857225,HOLD,NEUTRAL,True,0.05832524999999998,False,False,0.0561494863500436,26.0,BULLISH,0.1007,1.0,pending_explanation,-0.0116,HOLD,RANGING,pending_explanation,BREAKOUT_UP,0.0316,56.5,55.233,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=0.0583 → BUY (thresholds: >=0.05 BUY, <=-0.05 SELL)",HOLD_SKIP,1.076
04/09/2024,56.53,0.1989285714285722,SKIP,BEARISH,,0.0,,,,4.0,BEARISH,-0.294,0.16,skipped,-0.0075,HOLD,RANGING,skipped,NONE,0.0,,,PARTIAL,0.95,skipped,SKIP: weak signals — articles=4 |ce|=0.294 |tts|=0.007,QUALITY_GATE_SKIP,0.3171
04/10/2024,56.542,0.18764285714285783,SKIP,BULLISH,,0.0,,,,10.0,NEUTRAL,0.0037,0.4,skipped,-0.0111,HOLD,RANGING,skipped,NONE,0.0,,,COHERENT,1.0,skipped,SKIP: weak signals — articles=10 |ce|=0.004 |tts|=0.011,QUALITY_GATE_SKIP,0.3556
04/11/2024,56.429,0.17557142857142946,SKIP,BULLISH,,0.0,,,,7.0,NEUTRAL,0.0285,0.28,skipped,0.0553,HOLD,RANGING,skipped,NONE,0.0,,,COHERENT,1.0,skipped,SKIP: weak signals — articles=7 |ce|=0.029 |tts|=0.055,QUALITY_GATE_SKIP,0.2614
04/12/2024,56.6,0.18378571428571483,SELL,BULLISH,False,-0.21253684999999997,True,True,0.22277100778441172,13.0,BEARISH,-0.4438,0.52,pending_explanation,0.0017,HOLD,RANGING,pending_explanation,BREAKOUT_UP,0.0573,56.542,55.53,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=-0.2125 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",SL,0.5102
04/15/2024,56.82,0.1950714285714297,SKIP,BULLISH,,0.0,,,,7.0,BULLISH,0.151,0.28,skipped,-0.0318,HOLD,TRANSITIONAL,skipped,NONE,0.0,,,PARTIAL,0.95,skipped,SKIP: weak signals — articles=7 |ce|=0.151 |tts|=0.032,QUALITY_GATE_SKIP,0.2402
04/16/2024,56.973,0.19735714285714373,SELL,BULLISH,False,-0.10192644999999999,True,True,0.11224667196522867,5.0,BEARISH,-0.1398,0.2,pending_explanation,-0.0847,HOLD,TRANSITIONAL,pending_explanation,BREAKOUT_UP,0.1626,56.82,55.879,PARTIAL,0.95,pending_explanation,"[deterministic] weighted_score=-0.1019 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",SL,0.1738
